FOODID	FOODNAME
34230	VILLIRUCOLA, PIKKUHIETASINAPPI
34231	JÄÄSALAATTI
34232	PUNASALAATTI, PUNASIKURI
34233	ROOMANSALAATTI, SIDESALAATTI
34234	SIPULI, PUNASIPULI
34235	VALKORETIKKA
34236	HERNEENVERSO
34237	VUONANKAALI
34238	KORIANTERI, TUORE
34239	HAAPAROUSKU
34240	SUPPILOVAHVERO
34241	KARVAROUSKU
34242	JAUHO, LEIVONTAVEHNÄJAUHO V600
34243	PAPU, HÄRKÄPAPU, TUORE
34244	HERNE, SOKERIHERNE, TUORE
34245	SEESAMINSIEMEN, VALKOINEN, KOKONAINEN, KUORITTU
34246	JAUHO, TÄYSJYVÄRUISJAUHO R800
34247	JAUHO, TÄYSJYVÄRUISJAUHO R1000
34248	JAUHO, TÄYSJYVÄOHRAJAUHO
34249	JAUHO, ERIKOISVEHNÄJAUHO, VÄHITTÄISKAUPPA
34252	SIIKA, KASVATETTU
34253	SILLI, SÄILYKE, KIRKASLIEMINEN
34254	MERILEVÄ, KOMBU, KUIVATTU
34255	LOHI, FILEE, KASVATETTU
34256	KIRJOLOHI, FILEE, KASVATETTU
34261	JOGURTTI, MAUSTETTU, JUGUPALA, RASVAA 2,7 %
34262	KINKKUKASTIKE, RUOKAKERMA
34263	KAKKU, MUTAKAKKU
34265	JOGURTTI, MAUSTETTU, RASVAA 2 %, VL, -30% SOKERIA, D-VIT 1 UG
34276	MEHU, MEHUJUOMA, 40 % VÄHEMMÄN SOKERIA, STEVIALLA MAKEUTETTU, VALIO GRANDI
34277	MYSLI, PÄHKINÄINEN
34303	KAKKU, BEBE-LEIVOS
34304	KAKKU, MACARON-LEIVOS
34305	KAKKU, PERUNALEIVOS
34306	KAKKU, NAPOLEON-LEIVOS
34361	MANGO, KUORITTU
34362	PASTAKASTIKE, AVOKADOPASTA
34380	PAPU, VALKOINEN, KUIVATTU
34381	PIZZA, KINKKU-KATKARAPU-ANANAS-SINIHOMEJUUSTOPIZZA
34382	PIZZA, SALAMI-KINKKU-JAUHELIHA-SIPULIPIZZA
34383	PIZZA, KEBAB-SIPULI-FETA-SMETANA-TOMAATTIPIZZA
34384	PIZZA, KINKKU-TONNIKALAPIZZA
34385	PIZZA, SALAMI-KINKKU-KATKARAPU-SIPULI-PIZZA
34386	PIZZA, KANA-ANANAS-SINIHOMEJUUSTOPIZZA
34387	PIZZA, TONNIKALA-KATKARAPU-SIMPUKKAPIZZA
34388	PIZZA, SALAMI-ANANAS-KATKARAPU-SINIHOMEJUUSTOPIZZA
34389	PIZZA, KINKKU-KATKARAPU-HERKKUSIENI-TONNIKALAPIZZA
34390	TÄYTETTY LEIPÄ, PATONKI, KANANRINTA, SUBWAY
34391	TÄYTETTY LEIPÄ, PATONKI, KASVISPIHVI, SUBWAY
34392	TÄYTETTY LEIPÄ, PATONKI, SALAMI, KINKKU, ITALIAN BMT, SUBWAY
34393	TÄYTETTY LEIPÄ, PATONKI, PAAHTOPAISTI, SUBWAY
34394	TÄYTETTY LEIPÄ, MONIVILJAPATONKI, TOMAATTI, PAPRIKA, JUUSTO, SALAATTI, SIPULI
34395	HAMPURILAINEN, TUPLAJUUSTOHAMPURILAINEN, MCDONALD'S
34396	HAMPURILAINEN, KERROSHAMPURILAINEN, HESBURGER
34397	HAMPURILAINEN, MCFEAST, MCDONALD'S
34398	HAMPURILAINEN, WHOPPER, BURGER KING
34399	HAMPURILAINEN, TUPLA WHOPPER, BURGER KING
34402	HAMPURILAINEN, PEKONIHAMPURILAINEN, HESBURGER
34403	HAMPURILAINEN, GLUTEENITON HAMPURILAINEN, HESBURGER
34404	KYLMÄ KASTIKE, FETAKASTIKE, JOGURTTIKASTIKE
34405	HAMPURILAINEN, BATAATTIBURGERI, NAUDANLIHA
34407	JAUHELIHAPIHVI, NAUDANLIHA, UUNISSA
34408	JAUHELIHAPIHVI, NAUDANPAISTI, PAISTETTU
34409	JAUHELIHAPIHVI, NAUDANPAISTI, UUNISSA
34410	JAUHELIHAPIHVI, SIKA-NAUTA, UUNISSA
34411	JAUHELIHAPIHVI, NAUDANPAISTI, PAISTETTU ILMAN RASVAA
34412	JAUHELIHAPIHVI, NAUDANLIHA, PAISTETTU ILMAN RASVAA
34413	JAUHELIHAPIHVI, SIKA-NAUTA, PAISTETTU ILMAN RASVAA
34414	HAMPURILAINEN, BATAATTIBURGERI, TOFU
34416	KASVISKASTIKE, PALAK PANEER, PINAATTI, KOTIJUUSTO
34419	KASVISKASTIKE, SHAHI PANEER, TOMAATTI, KOTIJUUSTO
34422	BROILERIKASTIKE, VOIKANA, BUTTER CHICKEN
34423	KALAKASTIKE, KALACURRY, SEITI, KIRJOLOHI, KOOKOSMAITO
34426	KASVISKASTIKE, KASVISCURRY, KOOKOSMAITO, KIKHERNE
34428	BROILERIKASTIKE, KANACURRY, KOOKOSMAITO
34429	PIZZA, JAUHELIHAPIZZA, NAUDANJAUHELIHA, GLUTEENITON
34430	PIZZA, KANA-AVOKADOPIZZA, GLUTEENITON
34431	KALAKEITTO, KIRJOLOHIKEITTO, RUOANVALMISTUSKERMA
34432	KALAKEITTO, KIRJOLOHIKEITTO, KERMA
34433	KALAKEITTO, LOHIKEITTO, KERMA
34434	KALAKEITTO, LOHIKEITTO, RUOANVALMISTUSKERMA
34435	KAKKU, MOKKAPALAT, GLUTEENITON
34436	SOIJANAKKIKASTIKE, RUSKEA KASTIKE, RASVAA
34437	SOIJANAKKISTROGANOFF
34438	SOIJANAKKIKEITTO
34439	LIHAPULLA, HIRVENLIHA, UUNISSA
34440	KALAKEITTO, KIRJOLOHI, SEITI, KASVIRASVAKERMA
34441	UUNISILAKKA, SMETANASILAKAT, SILAKKAFILEE, SMETANA
34445	BATAATTI-KOOKOSKEITTO
34446	BROILERIKASTIKE, SITRUUNA, TURKKILAINEN JOGURTTI
34448	LIHAPATA, NAUDANPAISTI, GULASSI
34450	MOUSSAKA, KASVISMOUSSAKA, SOIJAROUHE
34451	PERUNALAATIKKO, SOIJA-PERUNALAATIKKO, TOMAATTI, KEVYTMAITO
34452	MOUSSAKA, KASVISMOUSSAKA, MUNAKOISO, PERUNA
34453	HIRSSIPIHVI, PAISTETTU
34454	MUSTIKKAHYVE, TALKKUNAHYVE, RAHKA, KERMA
34455	MUSTAJUURISOSEKEITTO, KERMA
34456	QUORN-TOMAATTIKASTIKE
34457	KALAKEITTO, LOHIKEITTO, KALALIEMI
34458	PUNAJUURI, UUNISSA
34459	LANTTU, UUNISSA
34460	PORKKANA, UUNISSA
34461	UUNIJUUREKSET, SUOLAA, ÖLJYÄ
34464	FETA-KASVISPIHVI, PAISTETTU
34465	PUNAJUURIPESTOKASTIKE
34466	PAPRIKA, UUNISSA
34467	KASVISKEITTO, PAAHDETTU PAPRIKAKEITTO
34468	PUNAJUURI-SINIHOMEJUUSTOVUOKA, RUOKAKERMA
34469	PUNAJUURI-VUOHENJUUSTOVUOKA, RUOKAKERMA
34470	PASTA CARBONARA, PEKONI
34471	KALKKUNALEIKE, KALKKUNAA CORDON BLEU, PAISTETTU
34472	KASSLERPAISTI, KEITETTY, SUOLATON
34473	NYHTÖPOSSU, PULLED PORK
34474	HAMPURILAINEN, NYHTÖPOSSU JA ROUHESÄMPYLÄ
34475	SMOOTHIE, VIHERSMOOTHIE, PINAATTI, AVOKADO, KURKKU, BANAANI, ANANAS
34476	KALA-KASVISPAISTOS, SEITI, JUUREKSET, TOMAATTIMURSKA
34477	KALA-KATKARAPUVUOKA, SEITI, KASVIKSIA, TOMAATTIMURSKA
34478	SEITI, UUNISSA
34480	KALA, PAINOTETTU KESKIARVO, UUNISSA
34481	KALAPASTEIJA, SAVULOHIPASTEIJA, LOHIPIIRAKKA
34484	LOHIFILEE, PESTOLOHI, UUNISSA
34485	KYLMÄ KASTIKE, LOHITARTARKASTIKE, SMETANA
34488	JAUHELIHA-LINSSIKEITTO, NAUDANPAISTI
34489	TOMAATTIKEITTO, KYLMÄ, GAZPACHO
34490	KURPITSAKEITTO, RUOANVALMISTUSKERMA
34491	BANAANIPANNUKAKKU, EI SISÄLLÄ VILJAA
34492	PINAATTI, PAISTETTU
34493	ATERIASALAATTI, ITÄMAINEN NUUDELISALAATTI, RIISINUUDELI, JAUHELIHA
34494	KAURAPUURO, VESI, KOOKOSMAITO, KANANMUNA, BANAANI, SUOLAA
34495	NUUDELI-TOFUKEITTO, KOOKOSMAITO
34496	PERUNA-PARSAKAALISOSEKEITTO, VESI, SULATEJUUSTO
34497	PALSTERNAKKA-OMENAKEITTO, KASVIRASVAKERMA
34498	ATERIASALAATTI, KATKARAPU-NUUDELISALAATTI, LEHTIKAALI, MAAPÄHKINÄKASTIKE
34499	ATERIASALAATTI, HALLOUMISALAATTI, GRANAATTIOMENA, ÖLJYKASTIKE
34500	ATERIASALAATTI, MANSIKKA-HALLOUMISALAATTI, ÖLJYKASTIKE
34501	ATERIASALAATTI, KUSKUSSALAATTI, HALLOUMI, ÖLJYKASTIKE
34502	AVOKADOPASTA
34503	TOFU-KASVISWOKKI, WOKKIVIHANNEKSET
34504	TOFU-NUUDELIWOKKI
34505	NÄKKILEIPÄ, SIEMENNÄKKILEIPÄ, GLUTEENITON, KOTITEKOINEN
34506	NÄKKILEIPÄ, SIEMENNÄKKILEIPÄ, KOTITEKOINEN
34507	NÄKKILEIPÄ, SIEMENNÄKKILEIPÄ, KANANMUNAA, GLUTEENITON, KOTITEKOINEN
34508	TUOREPUURO, JOGURTTI
34509	KAKKU, MUTAKAKKU, VOI, EI JAUHOJA, LUONTAISESTI GLUTEENITON
34510	SALAATTI, AVOKADO-PERUNASALAATTI, OLIIVIÖLJY
34511	ATERIASALAATTI, MUNAKOISO-KIKHERNESALAATTI, JOGURTTIKASTIKE
34512	RISOTTO, PARSARISOTTO, VALKOVIINIÄ
34513	RISOTTO, TATTIRISOTTO, VALKOVIINIÄ
34514	LEHTIKAALI, PAISTETTU
34515	ATERIASALAATTI, LEHTIKAALI-FETAJUUSTOSALAATTI
34516	PUNASIPULI, PAISTETTU
34517	PORO-KANTARELLIPIIRAKKA, MUROPOHJA
34518	PURJOSIPULI, PAISTETTU
34519	KYLMÄ KASTIKE, KYLMÄSAVUPOROKASTIKE
34520	KYLMÄ KASTIKE, KATKARAPUKASTIKE, RANSKANKERMA
34521	KYLMÄ KASTIKE, TONNIKALAKASTIKE, KERMAVIILI
34522	LASAGNE, PORONLIHA
34523	ANANASSALSA
34524	AVOKADO-QUESADILLA
34525	KÄÄRETORTTU, UNELMATORTTU
34526	FENKOLI, SALAATTIFENKOLI, PAISTETTU
34527	FENKOLIKEITTO, KERMA
34528	KAKKU, SUKLAARAAKAKAKKU
34529	KAKKU, VADELMARAAKAKAKKU
34530	KAKKU, MUSTAHERUKKARAAKAKAKKU
34531	KAKKU, MANGORAAKAKAKKU
34532	KAKKU, PORKKANARAAKAKAKKU
34533	MYSLI, GRANOLA, KOTITEKOINEN
34534	SIENIPIIRAKKA, SUPPILOVAHVERO, MUROPOHJA
34535	KANTARELLI, KOKOON KEITETTY
34536	SUPPILOVAHVERO, PAISTETTU
34537	SUPPILOVAHVERO, KOKOON KEITETTY
34539	RISOTTO, PUNAJUURIRISOTTO, VUOHENJUUSTO, VALKOVIINIÄ
34540	FETA-PINAATTIKASTIKE, RUOANVALMISTUSKERMA
34541	LASAGNE, SIENI-FETALASAGNE
34542	LASAGNE, NAUDANPAISTI, TUMMA MAKARONI
34543	LASAGNE, NAUDANPAISTI, GLUTEENITON
34544	TOMAATTI-MOZZARELLAPIIRAKKA, MUROPOHJA, PERUNASOSEJAUHE
34545	SMOOTHIE, VIHERSMOOTHIE, LEHTIKAALI, OMENA, KURKKU, BANAANI
34546	SMOOTHIE, MUSTIKKA-KOOKOSMAITO
34547	SMOOTHIE, MANGOSMOOTHIE, JOGURTTI, ANANASMEHU
34548	SMOOTHIE, MANGO-ANANAS-KOOKOSMAITO
34549	SMOOTHIE, MARJASMOOTHIE, JOGURTTI, KAURALESE, AURINGONKUKANSIEMEN
34550	SMOOTHIE, VIHERSMOOTHIE, OMENA, SELLERI, KURKKU
34551	SMOOTHIE, PORKKANA-APPELSIINI-MANSIKKASMOOTHIE
34552	KVINOARISOTTO, SIENIRISOTTO, VALKOVIINIÄ
34553	KVINOARISOTTO, KVINOA-TOMAATTIRISOTTO
34554	JÄÄDYKE, MANSIKKAJÄÄTELÖ, KOTITEKOINEN, SIS. SOIJAA
34555	OHUKAINEN, SOIJAJUOMA, RIISIJAUHO, GLUTEENITON, MAIDOTON, KANANMUNATON
34556	KAAKAOJUOMA, KYLMÄ, KAURAJUOMA
34557	JAUHELIHAKASTIKE, TOMAATTINEN, HIRVENLIHA, SUURUSTAMATON
34558	PIZZA, KINKKU-JUUSTOPIZZA, PIZZA BIANCA, EI TOMAATTIKASTIKETTA
34559	PIZZA, TOMAATTI-MOZZARELLAPIZZA, KUKKAKAALIPOHJAINEN PIZZA
34560	PIZZA, KASVISPIZZA, PIZZA BIANCA, EI TOMAATTIKASTIKETTA
34561	PAPU-KVINOAPIHVI/PYÖRYKKÄ, PAISTETTU
34562	LEHTIKAALISIPSIT
34563	PULLA, KORVAPUUSTI, RUNSASRASVAINEN, TÄYSMAITO, VOI
34564	PANNUKAKKU, AHVENANMAAN PANNUKAKKU, KEVYTMAITO
34565	ATERIASALAATTI, BATAATTI-FETAJUUSTOSALAATTI, ÖLJYKASTIKE
34566	SALAATTI, COLESLAW-SALAATTI, KOTITEKOINEN
34567	KASVISKAALIKÄÄRYLE, SOIJAROUHE
34568	LIHAPATA, HIRVIPATA, PORKKANA, SIPULI, HERKKUSIENI
34569	SIENIKASTIKE/MUHENNOS, RUOANVALMISTUSKERMA
34570	KASVISKASTIKE, PUNAJUURIKASTIKE, TUOREJUUSTO
34571	LOHIMUREKEPIHVI, PAISTETTU
34572	PUNAJUURI-VUOHENJUUSTOPIIRAKKA, MUROPOHJA
34573	KEKSI, COOKIE, SUKLAINEN KEKSI, KOTITEKOINEN
34574	KEKSI, KAURAKEKSI, KOTITEKOINEN
34575	VORSCHMACK, LAMPAAN JA NAUDAN JAUHELIHA
34576	BATAATTI-KIKHERNECURRY
34577	BROILERIPIIRAKKA, MUROPOHJA
34578	BROILERIPATA, BURGUNDINPATA
34579	NAUDANPAISTI, PAISTETTU ILMAN RASVAA
34580	KASVISKEITTO, KASVISGULASSI
34581	PAPUKEITTO, TOMAATTIMURSKA
34582	PARSAKEITTO, VALKOVIINI, KERMA
34583	SUPPILOVAHVEROKEITTO, KERMA
34584	PUNAJUURI-FETAMUNAKAS, UUNISSA
34585	SKYR, MAUSTAMATON, RASVAA <0,5 %
34586	SKYR, MAKEUTETTU SOKERILLA, RASVAA <0,5 %
34587	SKYR, KEINOTEKOISESTI MAKEUTETTU, RASVAA <0,5 %
34588	SKYR, KEINOTEKOISESTI MAKEUTETTU, RASVAA 2 %
34589	SKYR, MAKEUTETTU SOKERILLA JA STEVIALLA, RASVAA <0,5 %
34590	RAHKA, RAHKAJOGURTTI, MAUSTAMATON, RASVAA 0,9 %
34591	RAHKA, MAUSTAMATON, KERMARAHKA, RASVAA 10 %
34592	RAHKA, MAITORAHKA, MAUSTAMATON, RASVAA 2,3 %, VL
34593	SKYR, MAUSTAMATON, RASVAA 4 %
34594	RAHKA, MAUSTETTU, RASVAA 8,8 %, MINTTU-SUKLAA, VALIO, LAKTOOSITON
34595	RAHKA, MAUSTETTU, RASVAA 7 %, VL
34596	RAHKA, MAUSTETTU, PROFEEL PROTEIINIKERROSRAHKA, LAKTOOSITON
34597	RAHKA, MAUSTETTU, PROFEEL PROTEIINIRAHKA, KEINOTEK. MAKEUTETTU, LAKTOOSITON
34598	RAHKAJUOMA
34600	RAHKA, MAUSTETTU, RASVAA 4,5 %
34601	RAHKA, MAUSTETTU, ARLA PROTEIN PROTEIINIRAHKA, LAKTOOSITON
34602	RAHKA, MAITORAHKA, MAUSTAMATON, RASVAA 0,3 %, PROTEIINIA 12 %, LAKTOOSITON
34603	JOGURTTI, MAUSTETTU, VALIO SILEÄ, RASVAA 4,6 %, D-VITAMIINIA 1 UG, VL
34605	(ARC)JOGURTTI, A+ KREIKKALAINEN KERROSJOGURTTI, VALIO, RASVAA 2 %, LAKTOOSITON
34606	JOGURTTI, JUOTAVA, RASVAA 1,7 %, VALIO PLAY, LAKTOOSITON, D-VIT 1,5 UG
34607	JOGURTTI, MAUSTETTU, RAHKAINEN JOGURTTI, VALIO, RASVAA 1,7 %, VL
34608	(ARC)JOGURTTI, JUOTAVA, VALIOJOGURTTI RAHKAINEN, RASVAA 1,2 %, VL, D-VIT 1 UG
34609	(ARC)JOGURTTI, MAUSTETTU,VALIO OLO 70, RASVAA 0,8%, LAKTOOSIT., D-VIT 1UG, PROB.
34611	JOGURTTI, MAUSTAMATON, KREIKKALAINEN, RASVAA 7 %, LAKTOOSITON
34612	VÄLIPALAJUOMA, GEFILUS TEHOSHOT, RASVATON, LAKTOOSITON, D-VIT. 1,5 UG, PROB.
34613	JOGURTTI, JUOTAVA, GEFILUS SMOOTHIE, RASVAA 1,4 %, LAKTOOSITON, D-VIT. 1,5 UG
34614	VÄLIPALAJUOMA, GEFILUS KEFIR, RASVAA 2 %, LAKTOOSITON, D-VIT 1 UG, PROBIOOTTEJA
34615	VÄLIPALAJUOMA, GEFILUS KEFIR, MAUSTAMATON, RASVAA 2,5 %, EILA, D-VIT 1UG , PROB.
34616	JOGURTTI, MAUSTETTU, RASVAA 2,7%, GEFILUS KEFIR, LAKTOOSITON, D-VIT 1 UG, PROB.
34618	JOGURTTI, JUOTAVA, RASVAA 2 %, VALIO KREIKKALAINEN, LAKTOOSITON, D-VIT 1 UG
34619	JOGURTTI, MAUSTETTU, VALIO KREIKKALAINEN, RASVAA 4,7 %, LAKTOOSITON
34620	JOGURTTI, MAUSTETTU, VALIO KREIKKALAINEN, RASVAA 6 %, LAKTOOSITON
34621	JOGURTTI, MAUSTETTU, RASVAA 3,3%, VALIO HEDELMÄINEN, LAKTOOSITON
34625	JOGURTTI, MAUSTETTU, RASVAA 2 %, -30% SOKERIA, LUOMU, LAKTOOSITON
34626	JOGURTTI, MAUSTETTU, RASVAA 2 %, -50% SOKERIA, LUOMU, LAKTOOSITON
34630	JOGURTTI, MAUSTAMATON, A+, RASVAA 2,5 %, LAKTOOSITON, D-VIT 1 UG
34631	JOGURTTI, MAUSTETTU, A+ LISÄAINEETON JOGURTTI, RASVAA 3 %, LAKTOOSITON
34634	JOGURTTI, MAUSTAMATON, A+ KREIKKALAINEN, RASVAA 2 %, LAKTOOSITON, D-VIT 0,8 UG
34635	JOGURTTI, TURKKILAINEN/KREIKKALAINEN, RASVAA 10 %, LAKTOOSITON
34636	JOGURTTI, MAUSTAMATON, RASVAA 2,5 %, LUOMU, LAKTOOSITON
34637	JOGURTTI, IHANA RAHKAISA JOGURTTI, ARLA, RASVAA 1,4%, 0,4 UG D-VIT., LAKTOOSITON
34638	JOGURTTI, MAUSTAMATON, LUOMU, RASVAA 3 %
34639	JOGURTTI, MAUSTETTU, RASVAA 2%, ARLA LUONTO+ HUNAJA, D-VIT 1UG, PROB, LAKTOOSIT.
34640	JOGURTTI, MAUSTETTU, RASVAA 2 %, ARLA LUONTO+, D-VIT 1 UG, AB, LAKTOOSITON
34641	JOGURTTI, MAUSTETTU, RASVAA 1,9%, ARLA LUONTO+, 0,8UG D-VIT., PROB., LAKTOOSITON
34642	JOGURTTI, LUONTO+ RAHKAJOGURTTI, ARLA, RASVAA 1,2%, AB, 0,5 UG D-VIT, LAKTOOSIT.
34643	(ARC)JOGURTTI,MAUSTAMATON,LUONTO+RAHKA-,RASVAA 1,4%, 0,6UG D-VIT, AB, LAKTOOSIT.
34644	JOGURTTI, MAUSTETTU, LUONTO+, RASVATON, D-VIT 1 UG, AB, LAKTOOSITON
34645	JOGURTTI, MAUSTETTU, RASVATON, VL
34646	JOGURTTI, MAUSTETTU, ARLA PROTEIN, RASVAA 1 %, LAKTOOSITON
34647	(ARC) JOGURTTI, MAUSTAMATON, ARLA PROTEIN, RASVAA 1 %, LAKTOOSITON
34648	JOGURTTI, MAUSTETTU, ARLA PROTEIN JOGURTTIKOMBO, RASVAA N. 4 %, LAKTOOSITON
34649	RAHKA, MAUSTETTU, RASVATON, KEINOTEKOISESTI MAKEUTETTU, LAKTOOSITON
34650	JOGURTTI, JUOTAVA, RASVATON, KEINOTEKOISESTI MAKEUTETTU
34651	KANANMUNA, KUORETON, LUOMU
34652	JOGURTTI, MAUSTETTU, ACTIVIA KEVYT, RASVATON, OSITTAIN KEINOT. MAKEUTETTU, PROB.
34653	JOGURTTI, JUOTAVA, DANUP DRINK, RASVAA 0,8%
34654	RAHKA, MAUSTETTU, RASVAA 4 %
34655	RAHKA, MAUSTETTU, RASVATON, PROTEIINIRAHKA, VL
34656	JOGURTTI, MAUSTAMATON, RASVAA 4 %, LAKTOOSITON, PROBIOOTTEJA
34657	JOGURTTI, MAUSTETTU, RASVAA 2 %, LAKTOOSITON
34658	JOGURTTI, MAUSTETTU, RASVAA 3,5 %, PROBIOOTTEJA
34659	JOGURTTI, MAUSTETTU, RASVAA 2 %, AB, VL
34661	KANANMUNA, LUOMU, KEITETTY
34662	KANANMUNA, LUOMU, PAISTETTU
34664	KYLMÄ KASTIKE, JOGURTTIKASTIKE
34665	KASVISKASTIKE, KASVISCURRY, KOOKOSMAITO, LINSSI
34666	HUMMUS, KIKHERNETAHNA
34667	MAAPÄHKINÄLEVITE, EI LISÄTTYÄ SUOLAA
34668	SIEMENSEKOITUS
34669	KALAKEITTO, LOHISELJANKA
34671	SEKALEIPÄ, SIEMENLEIPÄ, KIVIKAUDEN LEIPÄ, KOTITEKOINEN
34672	BATAATTIRANSKALAINEN, UUNISSA
34673	MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, SIKA-NAUTA, RASVATON MAITO
34674	MAKARONILAATIKKO, LIHA-MAKARONILAATIKKO, NAUDANPAISTI, RASVATON MAITO
34678	UUNIVIHANNEKSET, SUOLAA, ÖLJYÄ
34679	JOGURTTI, MAUSTETTU, RASVATON, VL, D-VIT 1 UG
34680	PASSIONHEDELMÄ
34681	MAAPÄHKINÄLEVITE, SUOLAA JA SOKERIA
34682	KAALIPATA, JAUHELIHA, NAUDANLIHA, PORKKANA
34683	KAALIPATA, JAUHELIHA, NAUDANPAISTI, PORKKANA
34684	KAURAPUURO, RASVATON MAITO, SUOLATON
34685	TOMAATTI, GRILLATTU
34686	KAURAPUURO, SIEMENIÄ, VESI, SUOLAA
34687	MONIVILJAPUURO, SIEMENIÄ, VESI, SUOLAA
34688	KOOKOSVESI, MAKEUTTAMATON
34689	BATAATTIRANSKALAINEN, UPPOPAISTETTU
34690	TUOREPUURO, TATTARI, JOGURTTI
34691	KANANMUNAN VALKUAINEN, KEITETTY
34692	KANANMUNA, OMEGA, KEITETTY
34693	KANANMUNA, OMEGA, PAISTETTU, EI RASVAA, SUOLATON
34694	PAPAIJA, KUORITTU
34695	ATERIASALAATTI, MAALAISSALAATTI, PEKONI, KANANMUNA, PAPU, EI KASTIKETTA
34696	ATERIASALAATTI, MAKKARA-PERUNASALAATTI, CHORIZO, ÖLJYKASTIKE
34697	CHORIZO, PAISTETTU ILMAN RASVAA
34698	TÄYTETTY LEIPÄ, PATONKI, KINKKU, JUUSTO, PAPRIKA, SALAATTI
34699	ATERIASALAATTI, CAESARSALAATTI, KATKARAPU, CAESARKASTIKE, KRUTONKI
34700	SALAATINKASTIKE, CAESARKASTIKE
34701	KRUTONKI
34702	ATERIASALAATTI, CAESARSALAATTI, JUUSTO, CAESARKASTIKE, KRUTONKI
34703	JAUHELIHAKEITTO, SIKA-NAUTA, KEVYT JAUHELIHA
34704	KAAKAOJUOMA, SOKEROITU, KEVYTMAITO JA VESI
34705	OMENAPIIRAKKA, PEHMEÄ POHJA, KEVYTMAITO
34706	BROILERIPATA, TOMAATTINEN
34707	BROILERIKEITTO, TOMAATTINEN
34708	JAUHELIHAKASTIKE, TOMAATTINEN, LAMPAANLIHA, SUURUSTAMATON
34709	NAUDANLIHA-NUUDELIWOKKI, WOKKIVIHANNEKSET
34710	KEKSI, LUSIKKALEIPÄ ILMAN TÄYTETTÄ
34711	KEKSI, LUSIKKALEIPÄ
34712	VIINERI, HILLOVIINERI, VESI, LEIPOMO
34713	MAKARONI, TÄYSJYVÄ
34714	MAKARONI, TÄYSJYVÄ, KEITETTY, SUOLAA
34715	MAKARONI, TÄYSJYVÄ, KEITETTY, SUOLATON
34716	MAITO, TÄYSMAITO, RASVAA 3 %, LAKTOOSITON MAITOJUOMA, EI LISÄTTY D-VITAMIINIA
34717	TÄYTETTY LEIPÄ, PATONKI, KYLMÄSAVULOHI, KANANMUNA, SALAATTI
34718	TÄYTETTY LEIPÄ, CIABATTA, BROILERI, CAESAR-KASTIKE
34723	TÄYTETTY LEIPÄ, PATONKI, NAUDANPAISTI, MONIVILJAPATONKI
34724	SEKALEIPÄ, JUURESLEIPÄ, PALSTERNAKKA JA PORKKANA, FAZER
34726	SEKALEIPÄ, JUURESLEIPÄ, PUNAJUURI JA PORKKANA, FAZER
34727	RUISLEIPÄ, JUURESLEIPÄ, RUIS, KESÄKURPITSA JA PALSTERNAKKA, FAZER
34728	RUISLEIPÄ, VATSAYSTÄVÄLLINEN RUIS, FAZER
34738	MANTELIJUOMA, MAKEUTTAMATON, ALPRO
34743	PAPU, HÄRKÄPAPU, KUIVATTU, HÄRKÄPAPUROUHE
34752	TUOREJUUSTO, MASCARPONE, RASVAA 38 %
34762	TUOREJUUSTO, RASVAA 15 %, MAUSTAMATON, LAKTOOSITON
34764	TUOREJUUSTO, RASVAA 25 %, MAUSTAMATON, LAKTOOSITON
34765	TUOREJUUSTO, RASVAA 20 %, MAUSTAMATON
34783	KAAKAOJUOMA, SOKERITON, VESI
34786	JOGURTTI, JUOTAVA, BENECOL TEHOJUOMA AURINKOINEN, RASVAA 2,1 %, KASVISTANOLEJA
34790	JOGURTTI, JUOTAVA, BENECOL TEHOJUOMA, RASVAA 2,1 %, KASVISTANOLEJA
34794	SOIJAVÄLIPALA, JUOTAVA, BENECOL TEHOJUOMA, RASVAA 2,9 %, KASVISTANOLIA
34797	MAKEINEN, SALMIAKKIPASTILLI, SOKERITON
34802	MAKEUTUSAINE, HERMESETAS GOLD, SAKARIINIA, ASPARTAAMIA JA SYKLAMAATTIA
34805	MAKEUTUSAINE, HERMESETAS LIQUID, SAKARIINI JA SYKLAMAATTI, NESTEMÄINEN
34807	SALAATTI, HÖLSKYTYSKURKKU, TILLIKURKKU
34810	JAUHELIHAKASTIKE, SIKA-NAUTA, RUOANVALMISTUKERMA
34822	RUISLEIPÄ, REISSUMIES, TOSI TUMMA, OULULAINEN, FAZER
34826	MURO, KAURAMURO, CHEERIOS, NESTLE
34831	SUKLAAKONVEHTI, SUKLAATÄYTE
34833	RUISLEIPÄ, TAIKARUIS PORKKANAVIIPALE, VAASAN
34835	TÄYSMEHU, PUOLUKKATÄYSMEHU
34839	SOIJAJUOMA, ALPRO SOYA VANILLA, KALSIUMIA JA VITAMIINEJA
34841	JUUSTO, POLAR 15 % RASVAA, VÄHEMMÄN SUOLAA, VALIO
34842	SEKALEIPÄ, SÄMPYLÄ, HÄRKÄPAPUSÄMPYLÄ, PRIMULA
34844	MANTELIJUOMA, MAKEUTETTU, ALPRO
34845	KOOKOSJUOMA, KOOKOSPÄHKINÄJUOMA, VITAMINOITU, ALPRO
34846	HASSELPÄHKINÄJUOMA, VITAMINOITU, ALPRO
34847	CHIANSIEMEN
34848	KILOHAILI, TUORE
34849	LOHIPIIRAKKA, KYLMÄSAVULOHI, MUROPOHJA
